datetime,pm1,pm25,relativehumidity,temperature,um003
2025-11-27 15:00:00+00:00,1.4260000010331473,3.858888886372248,65.39644427829317,25.834888882107208,314.8257771809896
2025-11-27 16:00:00+00:00,1.8141666700442631,4.400500005980333,66.31216723124187,25.432833194732662,331.83666737874347
2025-11-27 17:00:00+00:00,0.0553333342075347,0.341555556986067,65.09755469428168,25.496666590372723,178.8413330078125
2025-11-27 18:00:00+00:00,2.2446666717529298,6.114000004529952,74.38650054931641,23.32116657892863,364.3226669311524
2025-11-27 19:00:00+00:00,0.5170833390206098,2.5376666903495786,66.91374979019164,25.035833454132085,265.21529305775954
2025-11-27 20:00:00+00:00,2.919666653374831,7.236333338419595,66.57733357747396,25.05450013478597,404.01349690755205
2025-11-27 21:00:00+00:00,9.221791672706605,17.921249961853025,66.67766640981039,25.188958676656085,679.720373916626
2025-11-27 22:00:00+00:00,3.8943333295484384,8.346833326419192,70.03966662089029,24.39433329900105,451.85799814860025
2025-11-27 23:00:00+00:00,3.761000002920627,7.840999991695086,73.91049969991047,23.823666445414226,448.55250167846685
2025-11-28 00:00:00+00:00,0.7340000048279762,2.675500005483628,72.34716631571452,24.34066670735677,281.8801643371582
2025-11-28 01:00:00+00:00,3.127500004072984,5.860999997456869,68.47333323160807,25.4218331972758,415.369834391276
2025-11-28 02:00:00+00:00,2.583333331594865,5.111166672905286,63.66566689809164,26.63083333969116,369.0418329874674
2025-11-28 03:00:00+00:00,1.380333337187767,3.465999998648961,60.48450005849202,27.254666487375896,320.214000193278
2025-11-28 04:00:00+00:00,1.6163333266973494,3.4388333290815347,60.58000030517578,27.54583355585734,325.6638328552246
2025-11-28 05:00:00+00:00,0.1471666673819224,1.3136666662991046,56.26299997965495,28.317833455403647,232.1225001017252
2025-11-28 06:00:00+00:00,0.5084583311652144,1.8063750096907216,57.65629183451335,27.81191676457724,257.213291867574
2025-11-28 07:00:00+00:00,0.9526666708290578,3.080500002702077,57.78616650899252,27.69333330790202,304.3253344217937
2025-11-28 08:00:00+00:00,1.4749583357324203,4.244083325068156,59.1176666577657,27.296625177065533,338.5951244354248
2025-11-28 09:00:00+00:00,6.281666667924987,11.323555554283992,58.96472199757893,26.938666672176783,579.215809334649
